movie,sentence,score
극장판 마이 리틀 포니: 이퀘스트리아 걸스,소녀들에게 메시지를 전달하는 아주 효과적인 방법,6
탑건: 매버릭,왜 극장에서 봐야되는지 깨닫게 해준 영화,10
더 배트맨,모든 면에서 최고인 멋진 영화,10
마녀(魔女) Part2. The Other One,개인적으로 재밌게 봤어요,10
더 킬러: 죽어도 되는 아이,범죄도시에 마동석이 있다면더 킬러에는 장혁이 있다.,9
토르: 러브 앤 썬더,호불호가 약간 갈릴 수도 있겠다싶지만 이렇게까지 평점이 박살날만한 영화인가 싶네요 ;; 전 정말 재밌게봤고 특히 OST가 멋졌어요 눈호강 귀호강!!,10
레이,제이미의 신들린 연기력,10
토르: 러브 앤 썬더,하도 평점 낮아서 기대를 안해서 그른가 예상외로 볼만한디..? 개인적으로 닥터스트레인지보다 나은듯 ㅋㅋㅋ,10
헤어질 결심,너무 좋은 영화 . 박찬욱 감독님 진짜 최고  감독상 수상 더 받아야 됨 . 박해일 &amp; 탕웨이 조합 정말 최고였음 눈빛연기 다 전해짐 . 연출 예술 . 안개 ost 송창식 &amp; 정훈희  조합 눈물 난다 ,10
탑건: 매버릭,재밋다 굳 다시볼듯 굳굳,10
헤어질 결심,한 장면 한 장면씩 아껴가며 보는 기분 ,10
탑건: 매버릭,1편보다 영상미나 스토리가 진일보 했네요...재미있었습니다.,9
탑건: 매버릭,첫 평점 등록. 너무 재밌고 만족스러웠어요. 영화 끝나고 3일째 여운이.. 또 보러 갈겁니다.,10
매버릭,"서부 사기도박 로드무비. 속도감은 조금 떨어질지 몰라도 리처드 도너만의 호흡과 공기, 능청맞은 연기들이 유쾌한 분위기를 만든다. ",9
탑건: 매버릭,탑건 1편의 단점은 빼버리고 탑건 1편의 장점과 새로운 것의 조화를 고전적이고 무난한 스토리에 버무려서 예상한대로 흘러가지만 예상한것 이상의 재미를 보여주는 기교 없는 오락영화 그 자체,10
탑건: 매버릭,여지껏 인생 살면서 특정해서 인생영화를 꼽아본적이 없었는데 이 영화를 보고 이건 내 인생영화다 라는 생각이 바로 들었습니다.. 처음으로 영화관에서 3번봤고 영화관 상영 끝날때까지 몇번은 더 볼거같네요,10
토르: 러브 앤 썬더,산만하고 화려한데 재미가 없었어요…  그나마 볼만한 고르연기,3
마녀(魔女) Part2. The Other One,처음엔 뜬금없다 생각했는데 클라이막스로 갈수록 재미있는 영화. 스토리가 조금 아쉽긴 함..,7
그레이 맨,액션이 스케일이 커서 나름 볼만했지만 그게 다라는점..,6
더 킬러: 죽어도 되는 아이,액션은볼만한데스토리개연성이...나만그런건가근데평점왜케높음.. ㅋㅋ,4
마녀(魔女) Part2. The Other One,같은감독 맞음??? 큥푸허슬 한국판보는 느낌 ㅋ왠지3편내용은 안드로메다 갈거같다 ㅋ,4
이상한 나라의 수학자,"무난하게 잘 만들어진 영화. 나름 설득력 있고 실제 있을 법한 상황이 적당하게 반영되어 현실성이 잘 확보되었다고 본다. 다만, 한 두 가지 장면에서 개연성이 조금 부족해 옥의 티로 남았다. 재야의 극강 고수 이학성이 소외된 의리남 한지우를 지도하게 되는 과정이 조금은 더 극적이어야 개연성을 더할 수 있을 것 같고, 마지막에 이학성이 교단에서 발언하는 장면도 상황에 대한 개연성을 더 확보했어야 한다고 본다. 그러면 더 높은 평점도 매길 수 있을텐데. 영화를 통해서 짧은 시간 조금이라도 수학의 본질에 대해 관심을 가질 수 있는 기회를 가지게 되어서 좋았다. 그런데 파이송은 정말 실현 가능한건가? 궁금.",7
감시자들,"용두사미 느낌...? 연기, 액션 다 괜찮은데 다 보고 난  후 느낀점은 &amp;#34;그래서 악인은 왜 이런짓을??&amp;#34;",6
토르: 러브 앤 썬더,재미가 없진 않지만 그냥 저냥...,7
헤어질 결심,올해에 본 영화 중 제일 좋았음,9
주(咒),저주옮은 기분이라 더럽고 불쾌해요 억지 감동 끼워넣는거 불편해요 이런 영화를 만든 의도를 그냥 모르겠어요 제발 다들 이 영화 보지마세요   후회해요,1
토르: 러브 앤 썬더,유쾌한 토르의 여정,10
탑건: 매버릭,4dx 미쳤다 ㅋㅋ 오랜만에 영화보다 안졸았내,10
범죄도시2,1때만큼 재밌지는않았지만 1이 너어무재밌어서그렇지 아주 볼만함,8
탑건: 매버릭,다른건 모르겠고 이건 진짜다.,10
로스트 도터,차마 게워내지 못할 과거 앞에서 쓰러진다해도.,7
멘,아리 애스터도 한 수 접을 것 같다.,7
엘비스,엘비스 멋짐 대폭발,8
토르: 러브 앤 썬더,재미있었어요 완전 내 취향,10
토르: 러브 앤 썬더,ㅈㄴ 노잼ㅎ 1시간꿀잠 쿠키영상은 왜나옴ㅋ 아무의미없쥬,2
벽 속에 숨은 마법시계,재밌는데요 ㅋㅋㅋ 굿,10
헤어질 결심,특이하고 몰입감 있음. ,10
탑건: 매버릭,예전에 1을본  사람인데  추억돋네요  탐크로즈 팬 되겠어요,10
잉여들의 히치하이킹,이런 영화는 만들기 어려운거구나~라는걸 알게 되었다.,6
쥬라기 월드: 도미니언,"영화의 첫 3분, 마지막 3분만 볼만하고 나머지는 별로,,, 제목을 메뚜기 월드로 바꿔야하지 않나 싶다",2
엘비스,최고의 전기 영화 오스틴 버틀러의 연기는 그야말로 진짜  경이롭다,10
엘비스,굿ㅜㅜ개멋져..뭐든 한가지에 열중하는사람이 진짜멋지다는걸 또깨닫는다,10
탑건: 매버릭,오랜만에 클래식 가득한 영화를 제대로 본 것 같아서 기분이 좋습니다!,10
탑건: 매버릭,인생 최고의 영화 10위 안에 듭니다. 3번 봤는데 극장에서 또 보고 싶네요. 이런 영화 만들어주신 배우분들과 제작진에게 찬사를!,10
테이큰,여기에 평점 남겨보는건 처음인데 몰입도 최강이였고 연기구멍도 없고 액션씬 연출은 2022년 지금 봐도 시원하고 짜릿했다 왜 리암니슨리암니슨 하는지 알 거 같다 진짜 최고,10
더 킬러: 죽어도 되는 아이,"처음 접해서 5점, 열린결말 10점 ",5
탑건: 매버릭,모든게 완벽. 연기 스토리 연출 영상미 ost 5박자가 딱딱 맞음,10
헤어질 결심,"이야기가 흘러감에 따라 변하는 서래의 표정이... 아니, 표정은 같은데 그걸 받아들이는 내 마음이 변하는게... ",10
헤어질 결심,박찬욱의 연출은 대단하다. 작은 것 하나하나 신경 쓴 티가 많이 나 눈이 즐거웠다. 미장센의 대가답게 영상미는 엄청나지만 이야기는 정말 아쉽다. 실망스럽기까지 하다. 내용을 이해하는 건 일찌감치 포기했다. 축축 처져서 극장을 뛰쳐나가고 싶었지만 내용을 이해한다기 보다 박찬욱의 미장센을 보자 생각하며 보니 편하게 볼 수 있었다..,6
탑건: 매버릭,너무 웅장하고 멋짐 다시보고 싶다 재관람,10
탑건: 매버릭,아 이건 사기야 지금 몇번째 보는지 모르겠네존잼꿀잼,10
마녀(魔女) Part2. The Other One,마녀1 보고 연달아 봤더니... 정말 최악.... 배우들은 연기도 못하는 사람도 많고...스토리가 정말 최악이네요.. 쓸데없는 내용도 너무 많고 지들끼리 싸우기 바쁘고.... ,2
마녀(魔女) Part2. The Other One,연기너무못함 특히 영어..,2
탑건: 매버릭,"인생영화, 엄청 오랜만에 영화보면서 설렘",10
범털2 : 쩐의 전쟁,범털2쩐의전쟁진짜재미잇네요 ㅋㅋ,10
토르: 러브 앤 썬더,조금 아쉬운건어쩔수 없네,8
탑건: 매버릭,"Let me know, goose..",10
마녀(魔女) Part2. The Other One,연계를 위해 만든것 같음. 미스캐스팅;;;;도 많고 내용도 겹치는게 많음 전투씬빼고는 별로 볼게 없음,6
토르: 러브 앤 썬더,이게 재미있어? 그래픽연출은 볼만하더라,2
마녀(魔女) Part2. The Other One,초반은 진짜 이게뭐지함 킬림타임  같다가 후반에  액션할때만  재미있었음 마녀1에 비해 퀄리티가 떨어지는 느낌이랄까 후반에 다끝날때 김다미 나올때만 몰입됨  보는내내 볼까 말까 많이 망설였음 내용자체도 통일성 없어보임 보는내내 이게 뭐여?생각함 ,5
명탐정 코난: 할로윈의 신부,재밌었는데 아무리 애니라지만 너무 비현실적인 부분이 많아서 웃겼음 ㅋㅋㅋㅋ,8
케이프 피어,서서히 조여오는 스릴러의 참맛을 보여주는 그런 영화였다..,9
버즈 라이트이어,재미있었습니다. 잘 봤습니다.,8
설리: 허드슨강의 기적,실화라니 정말 대단합니다ㅠㅠ,10
헤어질 결심,특이하면 그냥 예술영화네,1
엘비스,어릴때 본 하와이 생중계 같은 감명이 없었다.,4
탑건: 매버릭,영화관에서 봐야하는 톰형,10
이상한 나라의 수학자,아름다지 않네(니)?틀린문제에선 옳은 답이 나올수 없다는 것.,10
결혼 이야기,"결혼을 아주 현실적으로 다룬 영화, 파탄난 대부분의 커플이 보고 바로 우리 이야기라고 할듯하다 나 또한..보는데 재미도 있고 넘  진지해져서 몰입도 최고였다",10
탑건: 매버릭,"탑건을 못본 사람은... 초중반에서 좀 지루할 수 있습니다.(초반 비행씬 제외)초중반에는 후반 서사를 위해서 지루하거든요...그래도 후반에 엄청난 비행씬+소리는...이 영화를 왜 영화관에서 봐야하나를 느끼게 해줍니다.저는 10점, 저랑 같이 본 친구는 9점 (초반에 너무 지루했다고 함)영화관에서 꼭 보시고... 자리 있으면 4D에서 보세요...",10
멘,흑인과 대머리와 중년들에겐 너무나 가혹한 PC였지만... 억울하면 날씬한 백인 여성으로 태어나지 그랬어? 쿡.,10
탑건: 매버릭,진짜 올해 본 영화중에서 제일 재밌었음,10
라스트 모히칸,예전 영화라 그런지 지금 보기에는 엉성한 느낌,4
토르: 러브 앤 썬더,점점 액션이 초라해지냐 그래도 OST는 좋았다,7
탑건: 매버릭,존나 재밌음 진짜!!!,10
더 킬러: 죽어도 되는 아이,"시간 나시면,  무조건  강추 입니다!   최근 힌국 액션영화  수작   입니다 !",10
그레이 맨,액션영화는 액션만 잘 하면 된다,10
수상한 고객들,다양한 힘든 삶을 통해 나의 삶을 비춰보자. 죽음과 희망 사이.,7
범죄도시2,오락영화로는 제격. 근데 요즘 대세배우 손석구라지만 그래도 윤계상의 장첸을 뛰어넘진 못했다.,7
탑건: 매버릭,별기대안하고 봤는데 최고였음.,10
탑건: 매버릭,개쌉띵작입니다 미쵸써,10
탑건: 매버릭,개쌉띵작입니다 미쵸써,10
레지던트 이블: 라쿤시티,재미는 없는데 게임원작을 제일 잘 구현해놓긴했다,5
탑건: 매버릭,우와 위플래쉬 배우였다니 미친. 4D로 처음봤는대 보청기 날아갈 뻔진짜 재밌었고 중간에 울컥했음. 이렇게 좋은 문화생활을 할수 있다는게 갑자기 울컥하면서 행복했음. 행복 별거 아니구나,10
봄날,좆같은 아버지 밑에 애들이 불쌍합니다 미화핮마세요,10
마녀(魔女) Part2. The Other One,주인공들이 너무 전지전능해진거같아 가히 신급이야 암튼 재밌게 봤네요 이런류 좋아하거든,9
매드맥스: 분노의 도로,미래????NOW!!!!,10
탑건: 매버릭,진짜 여운이 오래 남는다. 최근 몇년중에 가장 재미있게 봤다.,10
우리 의사 선생님,당뇨를 감기처럼 여기는 의사보다 이노같은 의사가 우리에게 필요할지도...,8
씨 비스트,어른이 봐도 재밌어요 ,10
굿 윌 헌팅,10점보다 높은 11점 드립니다.,1
헤어질 결심,  모레가 파도에 휩쓸려 붕괴되듯,10
탑건: 매버릭,인생영화뭐하나 빠지는게 없는 영화..,10
탑건: 매버릭,단 한마디로 정리 가능하다. 미쳤다.,10
빅샤크4 : 바다공룡 대모험, 너무 수준 낮은 영화. 이 영화를 재밌다고 하는 사람은 알바거나 본인 수준이 낮다는걸 스스로 인정하는 꼴,1
탑건: 매버릭,최고 말이 필요없음~탐크루즈 멋잇어요,10
탑건: 매버릭,2번 봤는데 2번 봐도 재밌습니다,10
더 킬러: 죽어도 되는 아이,"장혁배우, 명량소녀성공기 때부터 좋아했었는데 영화로 액션연출한거 보니까 정말 대단하신것같아요 얼마나 피나는 노력과 고생을 했을지.. 액션감동이에용 &amp;gt;_&amp;lt; 영화 잘봤어요 감사해요^^",10
헤어질 결심,불륜이 팬시하게 다뤄지는 것은 마음에 들지 않았지만 그 경솔함조차 사랑의 한 속성이라는 생각이 들었다,8
마녀(魔女) Part2. The Other One,액션만 볼만함 10점은 박훈정이라 줌 ,10
메모리,&amp;#34;난 오랫동안 나쁜 놈이었소. 하지만 그놈들은 벌을 받아야 하오.&amp;#34;에서 알 수 있는 리암 니슨의 안티히어로적 모습이 압권이었음. 자신이 킬러임을 잊이 않으면서도 정의를 찾아가는 것이 이제까지의 리암 니슨 영화에서는 볼 수 없었던 모습이어서  좋았던 영화!,10
토르: 러브 앤 썬더,그냥 기대안하고 보면 볼만한 오락영화,8
메모리,가이 피어스의 FBI 요원 연기가 특출난 영화! 특히 &amp;#34;수사를 접는다고 없어지진 않아요&amp;#34;에서 알 수 있는 그의 투철한 직업의식이 뛰어났음.,10
탑건: 매버릭,너무 재밌었어요 정말 영화관에서 잘 본 것 같아요,10
탑건: 매버릭,영화보는 동안 뜨거운 눈문 4번흘렸습니다..존경합니다 탑건 매버릭다시보고싶은 명작에가까운 영화!! ,8
명탐정 코난: 할로윈의 신부,지금까지 역대급 극장판이네요!!,10
탑건: 매버릭,요근래 몇년간 영화관에서 본 영화중에 제일 재밌었음10점 잘안주는데 이건 10점도 모자라다,10
탑건: 매버릭,최고 시원한 영화 !!! 손땀나는영화 !!톰크루즈 최고고 재밌게봤어요 감동도ㅠㅠㅠ탑건1있는지도 모르고 봤는데 잼씀 꼭봐야함 ,10
프랙처드,아빠놈이 처음 시작 운전부터 개노답이네. 하는 짓마다 개답답 노답이고...어휴,3
립반윙클의 신부,쿠로키 하루의 리즈 시절 ^^,10
탑건: 매버릭,감동&amp; 슬픈영화  눈물이 주르륵,10
마녀(魔女) Part2. The Other One,"하도 평점이 낮아서 기대없이 봤는데,  꽤 볼만했음.  이렇게 벌려놓은 스토리를 어떻게 마무리할런지 3편 내용도 궁금해짐.",9
토르: 러브 앤 썬더,주변에서 평이 너무 안 좋아서 일찌감치 기대치 최대로 낮추고 보러 갔다 옴. 그냥 저냥 실실한 유머 좀 있고 개인적으로는 킬링 타임으로는 적당했다고 봤어요! 마이티 토르가 너무 뜬금없이 나와서 급 퇴장한 감이 없지 않아 있지만 뭐 역대급 쓰레기 망작 소리를 들을 정도의 영화는 절대 아니라고 봅니다. ,7
탑건: 매버릭,최고의 영화였기에 후회가 없습니다.,10
탑건: 매버릭,"탑건이 탑건했고, 톰 크루즈는 역시나 잘생겼다.",10
탑건: 매버릭,"간만에 영화 정말 재미있게 본거 같아요4D로 봐서 그런지 더 스펙터클하고 너무 감동이라 영화 끝에는 눈물까지 흘렸습니다탐 크루즈 세월은 흘렀지만 여전히 너무 멋있더군요. 재미, 교훈, 감동 만점! &amp;#34;이것이 영화다&amp;#34;",10
레지던트 이블: 라쿤시티,솔찍히 괜찮았는데 최고의 상남자 레온을 개병신으로 만들어놨네 ㅋㅋㅋ,8
씨 비스트,주인공의 칼이 무기가 아니라 누군가를 살리는 도구로 사용했다는 점이 인상적 ,7
토르: 러브 앤 썬더,"솔직히 처음에는 별로 재미없다고 느꼈는데, 뒤로 가면 갈수록 재미있어요처음 마이티 토르 나왔을 때, 너무 억지스럽지 않나 .... 싶었는데그냥 이해하고 받아드리면서 보니까 나중에 다 끝날 때 즈음 눈가에 눈물... 주륵...",9
토르: 러브 앤 썬더,역시 액션은 말할 필요 없고 영상미가 좋아요,8
탑건: 매버릭,극장가서 보면 안다최고~♡,10
사랑에 대한 모든 것,평점이 너무 낮네ㅜ 에디레드메인 최고,10
탑건: 매버릭,탑건 5번 봤습니다.. 무조건 영화관 가서 보시길.. 더 보고 싶어ㅠㅠ 스크린X 강추요,10
토르: 러브 앤 썬더,토르의 험난한 인생을 즐겁게 너무 잘표현한거같습니다! 감동감동,10
버즈 라이트이어,오랜만에 느껴보는 동심의 세계! 너무 재밌게 봤습니다,10
탑건: 매버릭,네이버 평점 처음해봅니다.. 10점 만점.... 눈물콱 처음으로 영화관 에서 2번 본영화,10
탑건: 매버릭,재밌게봤어요 모든게 다 완벽했던 영화,10
탑건: 매버릭,조온나 재미있었음 만점!!,10
헤어질 결심,어른들의 멜로라는 타이틀이 참 잘 어울리네요.,10
더 킬러: 죽어도 되는 아이,감독의 의도는 뭐였을까? 차라리 코믹으로 가지.. 그나저나 대길이톤에서 못벗어나네 진짜ㅠㅠ,2
마녀(魔女) Part2. The Other One,너무기대했나봐요 신랑보고 그만보자고 말이 목구멍까지 왔는데 신랑 자길래 걍 냅뒀어요.. 3편을 위해 만든 영화같았고 내용도 탄탄하지않고 필요없는 장면들이 긴편이고 더 살려주고 길었으면하는 장면들은 엄청 빠르고 속전속결로 느껴졌습니다 영화보고 이게 뭐야 라는 느낌은 오랜만에 받았네요,4
토르: 러브 앤 썬더,전작부터 좀 전개가 이상해진다 싶었는데.. 참 아재 개그같지도 않은 유머 코드에 흐름도 다 끊기고.. 실망입니다,2
더 킬러: 죽어도 되는 아이,스트레스가 풀리는 액션씬 권선징악의 끝판왕입니다,10
지구 최후의 밤,탕웨이를 보러갔는데…,6
헤어질 결심,"2시간 20분간 완전히 몰입해서 봤어요. 액션/코미디 장르가 아닌데도 전혀 지루하거나 길게 느껴지지 않았습니다. 올해 손 꼽을 수 있는 인생 영화를 만난 것 같습니다, 마침내.",10
엘비스,재미 없습니다. 진심입니다. 영화 다 못보고 나온거 오랫만이예요.. 연기말고는 정말 볼것 없음. 보헤미안랩소디 생각하고 보면 안됩니다. ,4
그레이 맨,주구장창 부수고 터지는데 빈도가 너무 잦아서 그런가 뒤로갈수록 지루하다는 생각이듬...,6
씨 비스트,스토리는 그렇다쳐도 그래픽 미쳤네,6
엘비스,영화 좋은데 관객이 적은게 너무 안타깝다 단순한 음악영화가 아니다문화가 가지는 상징성과 정체성을 영화는 이야기 하고 있다 최고의 영화다,10
마녀(魔女) Part2. The Other One,3편을 위한 졸작이라 칭하겠습니다.. 마지막 다미누나 작품위해서 1편때처럼만 살빼주시면.. 어떨까 싶네요.. 액션식은 속도감은 있어서 좋았는데.내용은 머 으휴..,4
탑건: 매버릭,영화 잘 안보는데 너무 재미있게 봤어요,10
인형사,옛날에 갖고 놀던 인형 생각나서 무서웠음 근데 혜미가 좀 답답했다,8
토르: 러브 앤 썬더,이제야 봤네요 넘 재밌었어요 ㅋㅋㅋ마블은 언제나♥,10
마녀(魔女) Part2. The Other One,음 뭔가 파트2는 파트3을 위한 예고편 느낌이랄까 1편을 너무 재미있게봐서 기대를 많이 해서 그런가 생각보다는 그렇게 재미있지는 않네요 그래도 파트3 기대합니다,7
토르: 러브 앤 썬더,"마블 팬으로서 가볍게 즐기기에 괜찮았고, B급 감성 코미디도 개인적으로 취향이었습니다. 역시 명배우 답게 마이티 토르나 고르를 연기한 배우들도 순간적인 연기력이 뛰어났기에, 마냥 영화가 가볍게 느껴지지만은 않았습니다. 주변에서 스토리가 유치하고 기대 이하라는 평이 많았지만, 영화관에서 관람한 것을 후회하진 않습니다.",7
토르: 러브 앤 썬더,유쾌한 걸 기대했는데 유치한 거 말고,7
레지던트 이블: 라쿤시티,그만 좀 우려먹어라...그러니 이리 졸작이 나오지,4
헤어질 결심,서래가 깊은 바다에 ‘해준을 사랑하는 서래’를 놓고왔기때문에 코로 숨을 쉬어야하는 해준은 절대 서래를 잡을 수 없을것이다,10
토르: 러브 앤 썬더,크리스찬 베일 너무 무서웠어요,10
룸 쉐어링,브로커보다 훨씬 재밌다  감독 배우만 유명하면 뭐하냐,10
로스트 도터,있어도 고생이고 없어도 고생인 가족. 부모. 자식.,7
탑건: 매버릭,심장을 뜨겁게 만드는 영화,10
헤어질 결심,처음부터 끝까지 긴장감을 갖고 이들의 사랑도 느낄수 있는 영화였다. 단순 식상한 멜로 영화가 아니었고 많은 생각을 남기는 영화였다. ,10
엘비스,요상스레 다리를 떨며 느끼하게 노래하는 옛날 가수라고 생각했던 내 자신이 부끄러워졌다.그의 음악과 팬들에 대한 사랑에 가슴이 저렸다.마지막 콘서트에서 힘겹지만 열정적으로 언체인드 멜로디를 노래할때는 나도 같이 울었다.,8
탑건: 매버릭,정말 올해의 영화입니다,10
더 킬러: 죽어도 되는 아이,아주 잼있는데 상영관이 왜캐 작아요?우리나란 밀어주기 개봉을 해주는건가... 평점이 이래 높은데 개봉관이 작네 ,10
탑건: 매버릭,OST 까지 다 완벽해 100번 더 볼 예정,10
탑건: 매버릭,최고의 영화입니다!!,10
토르: 러브 앤 썬더,스포없이 보면 잼있음 악역 연기 짱,9
헤어질 결심,"지나치게 캐릭터색깔만 강하고, 감동이 없는 스토리 ... 그냥 뭐라고 설명하기 힘든데.. 어렵지 않은 영화인데 리뷰찾아보면 해설이 더 어렵게 나와있어서 ㅎㅎ 보고나서 그냥 아... 딴 거 볼껄...ㅠㅠ 다소 과장되게 포장된 메세지를 가진 영화같다는 느낌이 든다. 갠적으로 재미없음.ㅠㅠ",6
토르: 러브 앤 썬더,스포없이 보면 잼있음 악역 연기 짱,9
탑건: 매버릭,옛생각도 나고 울컥하네 탐형은 역시 ,10
토르: 러브 앤 썬더,평이 너무 안좋길래 기대없이 갔는데 생각보단 볼만함,6
토르: 러브 앤 썬더,평이 너무 안좋길래 기대없이 갔는데 생각보단 볼만함,6
헤어질 결심,뻔한말이지만 역시 박찬욱 명불허전입니다. 오랜만에 여운이 남는 계속 생각나는 영화였어요. 탕웨이의 고혹적인 매력과 연기에 푹 빠져봤어요. 서래는 과연 어찌 됐을까요..,10
씽2게더,별을 다섯개밖에 누를 수 없다는게 아쉽네요ㅠ시간 가는줄 모르고 재미있게 봤습니다! 그 정도로 후회 없는 영화ㅠ 3 존중하며 버틸게요ㅠㅠ,10
국제시장,"지나치게 평면적인 대사와 연출, 감동을 강요하는 구슬픈 신파 마니아 윤.재.균",5
마녀(魔女) Part2. The Other One,"3편 떡밥 2편. 헌데, 1편 언니한테 까불면 목아지 날아간다던 대사는 자윤이 신시아한테 한거임? 1편 자윤의 백총괄 공격으로 데미지 입었다던데, 예산문제로 날아간건지? 3편 떡밥인지? 2편 전체 스토리 설명이 아쉬움~ㅎ 1편 비교 다소 뻔해 졸라 유치할줄 알았는데, 어색하지 않았음. 2편 제작전 워너가 철수하는 바람에 스케일이 작아졌다더니, 제주도/맨 외제차/CG 추가에 그리 스케일 작은지 모르겠음~ㅎ(원래 대본에서 제작비 문제로 연구소 해외지부씬 삭제된 듯 함) 다소 어색할줄 알았던 우영우(박은빈)/서은수 외 애들 욕지거리/코믹대사 입에 착착 붙어 익숙해 보이던데 평소 욕들 좀 하나봄~ㅋ 짱개가 진구에게 준 선물로 변이된 듯해 3편 나올 듯. 1편 자윤이 초반 순진에서 초월체의 역변 캐릭터로 볼만 했는데, 1편 대박이후 익숙한 싸가지 역활들로 소모되어, 오히려 진부했음~ㅎ 마지막까지 별기대하지 않았던 전투씬 없이, 실제 성격도 싸가지라는 이종석은 1편 최우식 정도의 싸가지 연기는 볼만 했으나 대체 왜 나온거임?ㅎ 아래것들 보니 소모품 레벨이던데?ㅋ 근데, 이런식으로 레벨업되어 가다간 3편 빌런과는 마블 타노스급 핑거스냅으로 지구까지 날릴 기세?ㅋ 다소 짱개틱+마블화 되어버림~ㅎ(배우고 연기고 뭐고, 뭐라 혼자 씨부리는건지 기초발음부터 대체 뭐라는지 모르겠을 존재감 1도 없는 엄태구는 대체 왜나옴거임?ㅎ) ",7
탑건: 매버릭,처음 리뷰해본다 별점 10점이 부족하다걍 봐라 무적권 봐라,10
썬데이 서울,원주율 깨지마라좀,1
탑건: 매버릭,킬링타임,9
명탐정 코난: 할로윈의 신부,처음부터 범인 유추 쌉가능... 이번 극장판 요즘 나온것중에 제일 재밌다고해서 과거의 영광을 찾은줄 알았더니 그냥 그럼 ㅋㅋ 요즘 극장판임.. 베이커가랑 세기말의 마술사 같은 스토리는 더이상 무리인가.. 경찰동기조 때문에 봤다 정말로,6
탑건: 매버릭,진촤…. 재밌어여ㅠㅠㅠㅠ,10
메멘토,관람객들을 머리아프게 갖고 노는구만,1
암살,전하고자 하는 메세지에 비해 개연성이 너무 허술하다,6
탑건: 매버릭,멋이 있는 영화1편에 못지 않은 2편,10
명탐정 코난: 할로윈의 신부,최근 코난 상영작 중 가장 스토리가 괜찮고 몰입도가 좋았던 영화,10
마녀(魔女) Part2. The Other One,초반엔 갑자기 인물들이 마구마구 튀어나와서 이게 무슨 내용인가 싶었는데 막판에 김다미나오고나서 영화끝났을때 빨리 3보고 싶어서 미치는 줄 알았어요..감독님..많이 일하시고 많이 버세요..!!!,10
명탐정 코난: 할로윈의 신부,요근래 4개 극장판보고 다시는 극장판에 돈안써야지하고 마지막으로 봤는데 드디어 극장판다운 극장판을 본거 같아요,9
탑건: 매버릭,진짜 평점 처음 쓰는데 진짜 재미있어요 ,10
탑건: 매버릭,웅장이 가슴해지는 영화,10
토르: 러브 앤 썬더,아쉽다.여전한 pc질.베일 형님의 연기력 낭비.시종일관 가벼운 토르.딱 6점만큼의 영화가오갤 그딴식으로 쓸꺼면 첨부터 쓰지말던가..토르 위기상황때 재등장 시켰으면 좋았을텐데.... 전체적으로 아쉬우 작품,6
변호인,정치하는 인간들에게 이런 낭만이 있겠냐만은 국가란 국민입니다,10
헤어질 결심,위대한 게츠비가 있었다면 위대한 탕웨이도 있다.,10
엘비스,"영화를 보기 이전 엘비스에 대해 많이 알지 못하였는데, 감상 후 화려함 뒤에 감춰졌던 엘비스의 인간적인 고뇌에 공감할 수 있었으며 좀 더 엘비스와 가까와진 느낌이 들었습니다.",10
명탐정 코난: 할로윈의 신부,최근 코난 극장판 시리즈 중에 젤 재밌게 봤어요,10
변호인,야만에 맞서고 권력에 저항하는 어느 평범했던 변호사의 이야기,8
탑건: 매버릭,하 인생작이에요ㅠㅠㅠ미쳤써ㅠㅠㅠㅠ진짜 다완벽해요ㅠㅠㅠ더 이상 말이 필요없어 이거 안보면 후회한다 배퍼,10
데스 센텐스,"평이 왜 좋은지 모르겠지만 배울만큼 배운 사람이 갱단하고 붙고 나서 가족을 그대로 집에 두는 대가리, 피해자를 겁박하고 능력없는 형사. 좋은 평을 주긴 힘든 답답한 고구마 영화. ",1
탑건: 매버릭,간만에 옛날 느낌.. 요즘 나오는 영화는억지로 웃기고 억지로 감동주고 그런 느낌이었는데 오랜만에 제대로 영화관에서 영화를 봤다 말할 수 있는 영화였어요,10
더 배트맨,지역경찰에 공조하는 가면놀이 흥신소 탐정을 만들어놨네;; DC 스타일이고 나발이고 뭐하나 개성이 없잖아,6
탑건: 매버릭,아직도 감동이 안 사라지네요,10
더 킬러: 죽어도 되는 아이,열화판 아저씨인데 아저씨는 치트 쓰고 나왔고 빌런들은 너무 약해빠졌음...,5
레지던트 이블: 라쿤시티,레온 ㅅㅂㅡㅡ캐스팅 몰입도진짜안되네 인도사람아니가 ,2
헤어질 결심,결심은 파도가 오기 전에 하는 거니까파도가 가면 후회만 하면 되니까,10
리버 와일드,예전에 비디오 가게에서 빌려서 재미잇게 본 기억이  ,10
탑건: 매버릭,진짜 최고의 영화톰크루즈 최고입니다,10
헤어질 결심,구린 스토리를 연출 연기와 음악으로 커버한 느낌. 볼만하지만 이게 수상작이라고 싶은.. 탕웨이랑 박해일 아니었으면 망했을 거 같은데...,5
명탐정 코난: 할로윈의 신부,"원래 코난을 잘 안 보던 사람인데, 오랜만에 본 영화임에도 스토리가 대단함을 느낌. 캐릭터 이름을 잘 모르더라도 보는데 지장없음!",10
호수의 이방인,외모만 보면 이사달이 납니다..,7
탑건: 매버릭,재밌다. 중반부분까진 오글거리고 유치했는데 후반부에 심장쫄깃쫄깃. 벅차오름,10
